experiment_id,timestamp,batch_size,shuffle_buffer,epochs,learning_rate,dropout_rate,l1,l2,train_loss,val_loss,train_accuracy,val_accuracy,training_time_min,acc_normal,precision_normal,recall_normal,f1_normal,acc_benign,precision_benign,recall_benign,f1_benign,acc_malignant,precision_malignant,recall_malignant,f1_malignant
11,2026-01-26T13:57:59.741878,32,1000,5,9.999999747378752e-05,0.0,0.0,0.0,0.9450114965438843,0.8729365468025208,0.645700991153717,0.6275709271430969,1.6967430114746094,0.6548117154811716,0.9538528515454942,0.6548117154811716,0.7765373028530923,0.444253859348199,0.11778080945884493,0.444253859348199,0.18619698058950396,0.44226044226044225,0.20247469066366705,0.44226044226044225,0.2777777777777778
12,2026-01-26T14:00:38.576575,32,1000,5,9.999999747378752e-05,0.0,0.0,0.0,0.94339919090271,0.8773812651634216,0.650693416595459,0.6353814005851746,1.7852792461713156,0.6663179916317992,0.9537967914438503,0.6663179916317992,0.7845517726752881,0.3876500857632933,0.11443037974683544,0.3876500857632933,0.17670054730258014,0.48157248157248156,0.18992248062015504,0.48157248157248156,0.27241139680333565
13,2026-01-26T14:17:37.169675,32,1000,5,9.999999747378752e-05,0.0,0.0,0.0,0.9350494742393494,0.885366678237915,0.6515164971351624,0.620541512966156,1.9152637680371603,0.6483861326957562,0.9574139452780229,0.6483861326957562,0.7731646471846044,0.3927958833619211,0.10894386298763083,0.3927958833619211,0.17057728119180632,0.48894348894348894,0.1898854961832061,0.48894348894348894,0.27353951890034367
14,2026-01-26T14:20:16.549226,32,1000,5,9.999999747378752e-05,0.0,0.0,0.0,0.9426913261413574,0.9271775484085083,0.6511407494544983,0.6060921549797058,1.9194437583287558,0.6291093843395099,0.9579067121729238,0.6291093843395099,0.7594480021646974,0.4322469982847341,0.10890233362143474,0.4322469982847341,0.17397307559544356,0.47665847665847666,0.19938335046248715,0.47665847665847666,0.2811594202898551
15,2026-01-26T14:24:19.120267,32,1000,5,9.999999747378752e-05,0.0,0.0,0.0,0.9291407465934753,0.8490220904350281,0.644162118434906,0.6284821629524231,1.883610769112905,0.6521219366407651,0.9576475751590959,0.6521219366407651,0.7758911903280291,0.5351629502572899,0.12972972972972974,0.5351629502572899,0.20883534136546184,0.37346437346437344,0.2111111111111111,0.37346437346437344,0.26974267968056787
16,2026-01-26T16:00:15.718744,32,1000,5,9.999999747378752e-05,0.0,0.0,0.0,0.930610179901123,0.789377748966217,0.6373445391654968,0.6575110554695129,2.725260555744171,0.6869396294082487,0.9529436152570481,0.6869396294082487,0.7983674887113581,0.5780445969125214,0.14328231292517007,0.5780445969125214,0.22964224872231687,0.28746928746928746,0.23122529644268774,0.28746928746928746,0.25629791894852133
17,2026-01-26T16:03:36.073891,32,1000,5,9.999999747378752e-05,0.0,0.0,0.0,0.9305136799812317,0.8827738761901855,0.6365393400192261,0.6115595102310181,2.675339925289154,0.633741781231321,0.9603713768115942,0.633741781231321,0.7635938062657545,0.444253859348199,0.11490683229813664,0.444253859348199,0.1825872400422982,0.4864864864864865,0.1956521739130435,0.4864864864864865,0.27906976744186046
18,2026-01-26T16:07:16.710766,32,1000,5,9.999999747378752e-05,0.0,0.0,0.0,0.9429326057434082,0.9568263292312622,0.653771162033081,0.5955480337142944,2.7321008324623106,0.6143156007172743,0.9602896519504789,0.6143156007172743,0.7492937209514262,0.46826758147512865,0.11088545897644192,0.46826758147512865,0.1793103448275862,0.4692874692874693,0.20340788072417465,0.4692874692874693,0.2838038632986627
19,2026-01-26T21:15:20.988245,32,1000,5,9.999999747378752e-05,0.0,0.0,0.0,0.78553706407547,0.6951256394386292,0.7201395630836487,0.6899244785308838,3.164324402809143,0.7528392109982068,0.9036771300448431,0.7528392109982068,0.8213907230781772,0.4425385934819897,0.1274703557312253,0.4425385934819897,0.19792865362485615,0.009828009828009828,0.04819277108433735,0.009828009828009828,0.0163265306122449
20,2026-01-26T21:19:22.271015,32,1000,5,9.999999747378752e-05,0.0,0.0,0.0,0.7963148355484009,0.9857041835784912,0.7112105488777161,0.6283519864082336,3.173586571216583,0.6415122534369396,0.9912260447933503,0.6415122534369396,0.7789168103057243,0.5060034305317325,0.1436222005842259,0.5060034305317325,0.22373909745923398,0.5872235872235873,0.18427139552814187,0.5872235872235873,0.2805164319248826
21,2026-01-26T21:23:43.215188,32,1000,5,9.999999747378752e-05,0.0,0.0,0.0,0.7841901183128357,0.4401472210884094,0.716131329536438,0.832335352897644,3.264364473025004,0.9069037656903766,0.9345549738219895,0.9069037656903766,0.9205217655088731,0.548885077186964,0.2772963604852686,0.548885077186964,0.36845135290731146,0.012285012285012284,0.14705882352941177,0.012285012285012284,0.022675736961451247
22,2026-01-26T21:44:04.136721,64,1000,30,9.999999747378752e-05,0.0,0.0,0.0,0.7743359804153442,0.7318101525306702,0.7327547669410706,0.7110127806663513,3.43627001841863,0.7349073520621637,0.9740542681719152,0.7349073520621637,0.8377480623456265,0.5849056603773585,0.19178852643419572,0.5849056603773585,0.288860652265989,0.40786240786240785,0.19415204678362574,0.40786240786240785,0.2630744849445325
23,2026-01-26T21:56:09.375140,64,1000,30,9.999999747378752e-05,0.0,0.0,0.0,0.726507306098938,0.638331949710846,0.778276801109314,0.6999479532241821,10.54194079240163,0.978332337118948,0.8999312714776633,0.978332337118948,0.9374955251664638,0.2658662092624357,0.4036458333333333,0.2658662092624357,0.32057911065149947,0.022113022113022112,0.391304347826087,0.022113022113022112,0.04186046511627907
24,2026-01-26T22:03:34.103823,64,1000,30,9.999999747378752e-05,0.0,0.0,0.0,0.7518161535263062,1.0305299758911133,0.7527780532836914,0.6812028288841248,6.610421669483185,0.9710101613867305,0.9180559480079118,0.9710101613867305,0.9437908496732026,0.31217838765008576,0.3991228070175439,0.31217838765008576,0.3503368623676612,0.1597051597051597,0.4391891891891892,0.1597051597051597,0.23423423423423423
25,2026-01-26T22:41:52.305821,64,1000,30,9.999999747378752e-05,0.0,0.0,0.0,0.7229915261268616,0.8953855037689209,0.8652948141098022,0.7177818417549133,6.167870724201203,0.9639868499701135,0.9266015512783683,0.9639868499701135,0.9449245642302622,0.39622641509433965,0.3843594009983361,0.39622641509433965,0.3902027027027027,0.0687960687960688,0.23529411764705882,0.0687960687960688,0.10646387832699619
26,2026-01-26T22:52:57.931231,64,1000,30,9.999999747378752e-05,0.0,0.0,0.0,0.6759092211723328,0.6526213884353638,0.8770331740379333,0.7695912718772888,9.917522843678793,0.9771368798565452,0.9348105789849893,0.9771368798565452,0.9555052239351209,0.27787307032590053,0.4602272727272727,0.27787307032590053,0.34652406417112297,0.31695331695331697,0.3850746268656716,0.31695331695331697,0.3477088948787062
27,2026-01-26T23:00:30.717264,64,1000,30,9.999999747378752e-05,0.0,0.0,0.0,0.7133181095123291,0.8351300358772278,0.8672452569007874,0.7455089688301086,6.674705648422242,0.9284219964136282,0.9491292392300642,0.9284219964136282,0.9386614292189153,0.3361921097770154,0.35766423357664234,0.3361921097770154,0.34659593280282935,0.44226044226044225,0.30612244897959184,0.44226044226044225,0.36180904522613067
