experiment_id,timestamp,seed,task,batch_size,epochs,learning_rate,dropout_rate,l1,l2,train_loss,val_loss,training_time_min,roc_auc,num_thresholds_meeting_constraints,accuracy,acc_normal,precision_normal,recall_normal,f1_normal,acc_abnormal,precision_abnormal,recall_abnormal,f1_abnormal
1,2026-02-09T16:20:23.736808,0,binary roc-auc,32,30,9.999999747378752e-06,0.5,0.0,0.0,0.053029656410217285,0.04674728959798813,16.147599677244823,0.911689456679093,2,0.8057797448581099,0.7966381509830407,0.9748393021120294,0.7966381509830407,0.876775685497192,0.8655544651619235,0.39427805096110863,0.8655544651619235,0.5417690417690417
2,2026-03-11T20:31:53.949642,0,binary roc-auc,32,30,9.999999747378752e-06,0.5,0.0,0.0,0.05327722430229187,0.0422806479036808,16.196259395281473,0.9059910907907094,1,0.8228325956782088,0.797073316410333,0.9735546233813606,0.797073316410333,0.8765188834154352,0.8527918781725888,0.3819918144611187,0.8527918781725888,0.5276381909547738
3,2026-03-12T12:04:56.229912,0,binary roc-auc,32,30,1.9999999949504854e-06,0.5,0.0,0.0,0.053406987339258194,0.045316774398088455,16.568596649169923,0.9057300450463083,1,0.7451184587347045,0.68403762878901,0.9896305897602073,0.68403762878901,0.8089351933604096,0.9512690355329949,0.3069112348509663,0.9512690355329949,0.4640911342248638
